validated,venue_name,venue_type,venue_address,website,events,etc,menu_url,menu_text,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude,,,,,,,,,,,,
False,Our Lady of Perpetual Help,Church,"4136 Jacob St, Wheeling, WV 26003",,"Friday Apr 12 from 11:00 AM to 6:00 PM, Friday Mar 29 from 11:00 AM to 6:00 PM, Friday Apr 5 from 11:00 AM to 6:00 PM",,,"Coleman's fish, french fries, mac and cheese, meatless soup, cabbage and noodles, pierogi, stewed tomatoes, meatless spanish rice, coleslaw and desserts. For more information or to place orders call 304-232-1777.",,304-232-1777,,True,True,False,True,True,False,319,40.039062,-80.725564,,,,,,,,,,,,
True,Aliquippa Croatian Center,Community Organization,"2365 Concord Street, Aliquippa PA 15001",https://www.facebook.com/AliquippaCroatianCenter,"Friday Mar 8 from 11:00 AM to 7:00 PM, Friday Mar 15 from 11:00 AM to 7:00 PM, Friday Mar 22 from 11:00 AM to 7:00 PM, Friday Mar 29 from 11:00 AM to 7:00 PM, Friday Apr 5 from 11:00 AM to 7:00 PM, Friday Apr 12 from 11:00 AM to 7:00 PM, Friday Apr 19 from 11:00 AM to 7:00 PM",Data is from 2018. Call or check their Facebook page to check if they are continuing the Fish Fry in 2019. ,,,,724-375-3021,,,True,True,True,,True,,40.60681,-80.284983,,,,,,,,,,,,
False,Triple Ts Tavern,Restaurant,"30 Oregon Street, Washington PA 15301",https://www.facebook.com/tripletstavern/,,"Fish available on a first come, first served basis. ",,a la carte, Menu includes 8oz breaded Icelandic cod sandwich or breaded deep fried shrimp. ,Inside the tavern. Must be 18 to enter. ,724-229-2929,,,True,True,,,False,227,40.16767,-80.251892,,,,,,,,,,,
True,"Riverview Church, on Pittsburgh's North Side",Church,"3505 Perrysville Avenue, Pittsburgh, Pennsylvania 15214, United States",https://www.facebook.com/events/762969420743684/,"Saturday Mar 9 from 11:00 AM to 8:30 PM, Friday Mar 15 from 11:00 AM to 8:30 PM, Saturday Mar 23 from 11:00 AM to 8:30 PM, Friday Mar 29 from 11:00 AM to 8:30 PM, Friday Apr 5 from 11:00 AM to 8:30 PM, Friday Apr 12 from 5:30 PM to 8:30 PM, Friday Apr 19 from 5:30 PM to 8:30 PM",Major credit cards accepted.,https://www.facebook.com/events/762969420743684/,"Restaurant quality food and friendly people! Hand-Battered Fish, Fresh Cut French Fries, Shrimp, Haluski, Mac & Cheese, Pierogies, Hush Puppies, Cole Slaw, Cheesecake, Beverages
",Church Lower Level. Accessible. Good elevator.,412.321.7301,rachelharvey.silentd@gmail.com,False,True,False,True,True,True,,40.484124,-80.014374,,,,,,,,,,,,
False,Option Independent Fire Company,Fire Department,"825 Streets Run Road, Pittsburgh, PA",,"Friday Apr 19 from 3:00 PM to 7:00 PM, Friday Apr 5 from 3:00 PM to 7:00 PM, Friday Apr 12 from 3:00 PM to 7:00 PM",,https://www.facebook.com/photo.php?fbid=10212631954581625&set=p.10212631954581625&type=3&theater,,,xxx-xxx-xxxx,,,True,,False,,False,129,40.348215,-79.971825,,,,,,,,,,,,
True,"Holy Redeemer, Ellwood City - Takeout-only pizza and pierogie sale",Church,"603 Bridge Street, Ellwood City, Pennsylvania 16117, United States",https://stferd.org/holy-redeemer,,"Also - Friday pizza sale, Fridays, March 8, 22, April 5, 11 a.m.-5 p.m. To place an order, call 724-752-9350. Orders taken up to 2 p.m.",,"Menu: dinner, fried or baked fish, macaroni and cheese, cole slaw, cake, beverage: Sandwich, baked or fried fish; a la carte, macaroni and cheese, cole slaw, cake. Cost is $9 adult dinner; $6.50 sandwich; $1.50 a la carte items. Takeout offered, but no pre-orders accepted. For information, call 724-758-4111, ext. 110, or visit www.holyredeemerparishpgh.com. ",Catholic Center,724-752-9350,,False,True,,False,True,True,,40.870378,-80.283785,,,,,,,,,,,,
True,St. Bernard,Church,311 Washington Road Pittsburgh PA 15216,https://www.stbernardchurchpgh.org/,"Friday Mar 8 from 4:00 PM to 7:30 PM, Friday Mar 15 from 4:00 PM to 7:30 PM, Friday Mar 22 from 4:00 PM to 7:30 PM, Friday Mar 29 from 4:00 PM to 7:30 PM, Friday Apr 5 from 4:00 PM to 7:30 PM, Friday Apr 12 from 4:00 PM to 7:30 PM, Friday Mar 8 from 11:00 AM to 1:00 PM, Friday Mar 15 from 11:00 AM to 1:00 PM, Friday Mar 22 from 11:00 AM to 1:00 PM, Friday Mar 29 from 11:00 AM to 1:00 PM, Friday Apr 5 from 11:00 AM to 1:00 PM, Friday Apr 12 from 11:00 AM to 1:00 PM","Weekly Specials/March 8 and March 29 - Pasta Fra Diavolo//March 15 and April 5 - Crab Cakes/ Gluten Free Haluski//March 22 and April 12  - Pasta with Spinach and Tomatoes//Payment types accepted: Cash, credit card or check//NOTE: There is no Fish Fry on Ash Wednesday or Good Friday.",http://stbernardfishfry.net/?fbclid=IwAR2ZTKlAE5tm6FOvgiL0e6z0vkTSI8HOSutq9ZV8ZaNPzDitJNDKRIu-KgY,"Lunch is served from 11:00 AM to 1:00 PM
Fried Fish Platter - $11.00
Baked Fish Platter - $10.00
Shrimp Platter - $10.00
Mac & Cheese Platter - $9.00
Fried Fish Sandwich - $7.00
Baked Fish Sandwich - $7.00
Plate of French Fries - $2.00
Cut of Pizza - $2.00
Halushki (gluten free) - $3.00 (only on Crab Cake Dinner nights)
Mac and Cheese - $2.00
Cole Slaw - $1.00
Salad - $2.00
Platters include: Cole Slaw or Baby Carrots, Macaroni and Cheese, French Fries and Bun

Dinners
Fried Fish Dinner - $11.00
Baked Fish Dinner - $10.00
Fried Shrimp Dinner - $10.00
Weekly Special (see below) - $12.00
Macaroni & Cheese Dinner - $9.00
Fish Tacos - $10.00
Salads and Sides
Plate of Fries - $2.00, with Cheese - $3.00
Pierogies - $0.75 each
Mac and Cheese - $2.00
Halushki (gluten free) - $3.00 (only on Crab Cake Dinner nights)
Cole Slaw - $1.00
Salad - $2.00
Sandwiches, Pizza and Soups
Fried Fish Sandwich - $7.00
Baked Fish Sandwich - $7.00
Slice of Cheese Pizza - $2.00
Cup of Clam Chowder - $4.00
Cup of Homemade Gumbo - $5.00
Weekly Specials
March 8 and March 29 - Pasta Fra Diavolo
Penne pasta, shrimp sauteed in garlic and tomatoes served with garlic bread and a side salad.
March 15 and April 5 - Crab Cake Dinner
2 freshly made crab cakes, shredded potato bake and garlic bread
March 22 and April 12 - Pasta with Spinach and Tomatoes
Bowtie pasta, garlic sauteed spinach, tomatoes and pine nuts servved with garlic bread and a side salad.
",In Church Hall,412-440-2697,,,True,,True,,True,,40.386773,-80.043452,,,,,,,,,,,,
True,"SS. Simon and Jude, Scott Township",Church,"1607 Greentree Road, Pittsburgh, Pennsylvania 15220, United States",https://www.ssjpittsburgh.org/,"Wednesday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM","Credit cards accepted. For information, call church office at 412-563-3189.// ",,"Menu: fried fish dinner, $9; baked fish dinner, $9; crab cake (3) dinner, $9; shrimp (5) dinner; $9; fried fish sandwich, $7; baked fish sandwich, $7; crab cakes, $7; shrimp, $7; fish taco, $3. Homemade items include cabbage and noodles, macaroni and cheese, pierogies and a large variety of baked food. Other menu items: pizza; french fries (with or without cheese); fried provolone sticks; fried onion rings; cole slaw; zucchini planks; soup; lobster bisque and more. Special kids meal for $4.50. Many gluten-free items available. Takeout offered; call 412-563-1353. Online order accepted by visiting www.ssjfishfry.com. ",Parish Life Center gymnasium,412-563-3189,parish@ssjpittsburgh.org,True,True,True,False,,True,,40.4008,-80.0625,,,,,,,,,,,,
True,Leechburg VFC,Fire Department,"268 Canal Street Leechburg, PA",http://www.leechburgco150.com,"Wednesday Mar 6 from 3:00 PM to 7:00 PM, Friday Mar 8 from 3:00 PM to 7:00 PM, Friday Mar 15 from 3:00 PM to 7:00 PM, Friday Mar 22 from 3:00 PM to 7:00 PM, Friday Mar 29 from 3:00 PM to 7:00 PM, Friday Apr 5 from 3:00 PM to 7:00 PM, Friday Apr 12 from 3:00 PM to 7:00 PM, Friday Apr 19 from 3:00 PM to 7:00 PM",Local delivery is available.,https://www.facebook.com/LEECHBURGVFC/photos/a.266932503430406/1080248872098761/?type=3&theater,,Corner of First and Canal Streets.,724-842-3141 or 724-845-1684,,False,True,,False,,True,,40.625222,-79.604859,,,,,,,,,,,,
True,Beechies Place,Restaurant,"400 West Pike St Meadow Lands, PA 15347",http://www.beechiesplace.com,"Friday Mar 8 from 11:00 AM to 11:00 PM, Friday Mar 15 from 11:00 AM to 11:00 PM, Friday Mar 22 from 11:00 AM to 11:00 PM, Friday Mar 29 from 11:00 AM to 11:00 PM, Friday Apr 5 from 11:00 AM to 11:00 PM, Friday Apr 12 from 11:00 AM to 11:00 PM, Friday Apr 19 from 11:00 AM to 11:00 PM",,http://www.beechiesplace.com/menu.html,"See special Lenten Menu 2019.
They will have a special Lenten menu Friday during Lent.",,724-222-7079,,,True,True,True,,True,,40.218096,-80.221588,,,,,,,,,,,,
False,Becker's Cafe,Resturant,315 Olivia Street McKees Rocks PA,,,,,,,xxx-xxx-xxxx,,,,,,,False,166,40.474652,-80.057127,,,,,,,,,,,,
True,"Moose Lodge 957 Harmony, PA",Community Organization,"270 Mercer Road, Harmony, Pennsylvania 16037, United States",http://lodge957.moosepages.org/,"Friday Mar 8 from 5:00 PM to 8:00 PM, Friday Mar 15 from 5:00 PM to 8:00 PM, Friday Mar 22 from 5:00 PM to 8:00 PM, Friday Mar 29 from 5:00 PM to 8:00 PM, Friday Apr 5 from 5:00 PM to 8:00 PM, Friday Apr 12 from 5:00 PM to 8:00 PM, Friday Apr 19 from 5:00 PM to 8:00 PM",,,,,(724) 452-8810,,,,,False,,True,,40.8033,-80.124309,,,,,,,,,,,,
False,"Sacred Heart Church of  Immaculate Conception Parish, Claysville",Church,"Rt 40 and 231 South, Claysville, PA",www.icwashpa.net,"Friday Mar 8 from 11:00 AM to 7:00 PM, Friday Mar 15 from 11:00 AM to 7:00 PM, Friday Mar 22 from 11:00 AM to 7:00 PM, Friday Mar 29 from 11:00 AM to 7:00 PM, Friday Apr 5 from 11:00 AM to 7:00 PM, Friday Apr 12 from 11:00 AM to 7:00 PM","Cost: adult dinner, $5.25; shrimp, $6; sandwich, $4. Takeout available; call 724-663-7675. Delivery available on orders of $20 or more. Contact information: phone, 724-663-7675; website, www.icwashpa.net or www.facebook.com/icwashpa; Twitter, @icwashpa; app store, Immaculate Conception Church./",,"Menu features Coleman fried and baked fish dinners and sandwiches, along with fish dinners. Sides include french fries, cabbage and noodles, macaroni and cheese, cole slaw, desserts and beverages. Cost: adult dinner, $5.25; shrimp, $6; sandwich, $4. ",social hall,724-663-7675,,,True,,True,True,False,,40.116334,-80.415484,,,,,,,,,,,,
True,Doublewide Grill (North Huntingdon),Restaurant,"8695 U.S. Hwy 30, Irwin, PA",https://www.doublewidegrill.com/about,"Friday Mar 8 from 11:00 AM to 12:00 AM, Friday Mar 15 from 11:00 AM to 12:00 AM, Friday Mar 22 from 11:00 AM to 12:00 AM, Friday Mar 29 from 11:00 AM to 12:00 AM, Friday Apr 5 from 11:00 AM to 12:00 AM, Friday Apr 12 from 11:00 AM to 12:00 AM, Friday Apr 19 from 11:00 AM to 12:00 AM",Special Fish dish served on Fridays,https://www.doublewidegrill.com/menu,,,412-390-1111,,,True,True,True,,True,,40.318748,-79.686583,,,,,,,,,,,,
False,"Our Lady of Mount Carmel, Scheffner Hall",Church,"1553 East Grandview Blvd. Erie, PA",,,,,"Fried fish and/or cheese pierogi. Adult $10, Child $5. Includes choice of French Fries, potato salad, or mac and cheese, coleslaw or green beans and ice cream dessert. Takeout 50 cents extra.",,814-825-7313,,,True,,,,False,265,42.114623,-80.010836,,,,,,,,,,,,
False,Shop N Go,Restaurant,"2226 PA-837, West Elizabeth, PA 15088",https://www.facebook.com/SHOPANDGO/,"Friday Apr 5 from 10:00 AM to 7:00 PM, Friday Mar 29 from 10:00 AM to 7:00 PM, Friday Mar 15 from 10:00 AM to 7:00 PM, Friday Apr 12 from 10:00 AM to 7:00 PM, Friday Apr 19 from 10:00 AM to 7:00 PM, Friday Mar 22 from 10:00 AM to 7:00 PM, Friday Mar 8 from 10:00 AM to 7:00 PM",,https://www.facebook.com/SHOPANDGO/photos/a.165259453529016.63198.119862611402034/1260603760661241/?type=3&theater,,,412-384-9111,,,True,,True,,False,139,40.268082,-79.902427,,,,,,,,,,,,
True,"St. Teresa of Avila, Perrysville",Church,"1000 Avila Court Pittsburgh, PA 15237",http://www.avilaparish.org/lenten-fish-fry/,"Friday Mar 8 from 4:30 PM to 7:30 PM, Friday Mar 15 from 4:30 PM to 7:30 PM, Friday Mar 22 from 4:30 PM to 7:30 PM, Friday Mar 29 from 4:30 PM to 7:30 PM, Friday Apr 5 from 4:30 PM to 7:30 PM, Friday Apr 12 from 4:30 PM to 7:30 PM, Friday Apr 19 from 4:00 PM to 7:30 PM",Online orders will ONLY be filled when complete between 3-6 pm on Fridays. Orders placed outside of this time WILL NOT be filled.//No walk-in orders will be taken until 4 PM and no orders will be ready for pick up until 4:30 PM,http://www.avilaparish.org/lenten-fish-fry/,"EAT IN DINING
Adults - $10
Meal includes choice of main, two sides, soup, bread, and drink

Kids 6-10 years - $5 ; Kids 5 and under - FREE
Meal includes fish nuggets, two sides, and a drink

MENU

Main
Fried or Baked cod
Fried shrimp

Soup
Tomato Florentine
Clam Chowder

Sides
Fresh Cut French Fries, Macaroni & Cheese, or Baked Potato
Cole Slaw or Applesauce

ALA CARTE ITEMS
Fish (fried or baked) Sandwich - $6.00
Shrimp basket - $6.00
Macaroni & Cheese - $2.00
French Fries - $2.00
Baked Potato - $2.00
Haluski - $2.00
Cup of Soup - $2.00
Cole Slaw - $1.00
Applesauce - $1.00
Coffee/Tea - $0.75
Milk/Soda - $0.75

Beer and wine available with eat-in dining. Donations accepted.

 ","Come to the best fish fry in the North Hills (at least we think so)! Stop in and enjoy dinner, or order by phone or online and take it with you! Cash and check payments only please.",412-367-9001 ext. 506,,False,True,True,False,True,True,,40.539051,-80.039719,,,,,,,,,,,,
False,Harrington's,Restaurant,"717 Robinson Highway, Mc Donald, Pennsylvania 15057, United States",https://www.facebook.com/Harringtons-114128741969634/,"Friday Mar 8 from 11:00 AM to 9:00 PM, Friday Mar 15 from 11:00 AM to 9:00 PM, Friday Mar 22 from 11:00 AM to 9:00 PM, Friday Mar 29 from 11:00 AM to 9:00 PM, Friday Apr 5 from 11:00 AM to 9:00 PM, Friday Apr 12 from 11:00 AM to 9:00 PM, Friday Apr 19 from 11:00 AM to 9:00 PM",,https://www.facebook.com/114128741969634/photos/a.665318160184020.1073741826.114128741969634/1515658565149971/?type=3&theater,,,(724) 796-5117,,False,True,True,True,True,False,,40.381131,-80.261538,,,,,,,,,,,,
True,Leetsdale Fire Department at the Leetsdale VFW,Fire Department,"515 Beaver Street, Leetsdale, Pennsylvania 15056, United States",http://leetsdalefire.org,"Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM, Friday Apr 19 from 4:00 PM to 7:00 PM","The Annual Leetsdale Fire Department Fish Fry will be held every Friday during Lent starting on March 8, 2019. We will be at the Leetsdale VFW preparing hand battered fish, shrimp, fresh cut fries and of course the desserts!/Eat In - Take Out - Call Ahead - Information - Call 724-266-3409. Please come and enjoy some great food and show your support for two great organizations!",https://www.facebook.com/leetsdalefire/posts/10157067266872154?__xts__[0]=68.ARBIyHMkpCMqj8yEk3plA0dG_7NeMEFnGMiqOJhnqKpBLpPFYRxbC2ERuCVwly46RsG524Wk3fSMB4H-0wURAe746QCXlD4QSzxPTgE3JzHp_MSbik7uOlfDT5Ee_NG7mxteReThFZUMpkHOwN50GFBa8BNcKKT7WjT4Z5yPy219WpEF9doJhMKPfOOtQjM3sZBDtFIQ15RDXLOeyO7-7dVJHnJ97osUxI6s9OM_rh9-pY9G3H9kgVFdDbE6cCDwesaQM1SQOrKfSC-UlGi0UuYHCw3gwvi3GrYBSRlhzzHxebufx5AmBK9LIsUJkQ&__tn__=C-R,Fish Dinner - $10.00, Shrimp Dinner - $10.00, Fish Sandwich - $7.50, Extra Piece of Fish (with purchase) - $5.75, Extra Piece of Shrimp (with purchase) - $1.75, Cole Slaw - $1.00 French Fries - $1.75, Extra Bun - $1.00, Dessert - Prices Vary, Pop - $1.50, Water - $1.25, Coffee or Tea - $.50,Leetsdale VFW at the corner of Ferry and Beaver Streets in Leetsdale.,(724) 266-3409,,False,True,,False,,True,,40.56339,-80.206223,,
True,St. Raphael Parish,Church,"1154 Chislett Street, Pittsburgh, Pennsylvania 15206, United States",www.straphaelpgh.org/,"Friday Mar 8 from 4:30 PM to 7:30 PM, Friday Mar 15 from 4:30 PM to 7:30 PM, Friday Mar 22 from 4:30 PM to 7:30 PM, Friday Mar 29 from 4:30 PM to 7:30 PM, Friday Apr 5 from 4:30 PM to 7:30 PM, Friday Apr 12 from 4:30 PM to 7:30 PM, Friday Apr 19 from 4:30 PM to 7:30 PM",,,"Menu features fried fish, baked fish, haluski, macaroni and cheese, pierogies, shrimp and weekly specials. Takeout is offered.",Multipurpose room,,,,True,False,False,,True,,40.477911,-79.928378,,,,,,,,,,,,
True,Richeyville VFC,Fire Department,"14 Firehall Road, Richeyville, PA 15358",http://rvfc27.com,"Wednesday Mar 6 from 11:00 AM to 6:00 PM, Friday Mar 8 from 11:00 AM to 6:00 PM, Friday Mar 15 from 11:00 AM to 6:00 PM, Friday Mar 22 from 11:00 AM to 6:00 PM, Friday Mar 29 from 11:00 AM to 6:00 PM, Friday Apr 5 from 11:00 AM to 6:00 PM, Friday Apr 12 from 11:00 AM to 6:00 PM, Friday Apr 19 from 11:00 AM to 6:00 PM",,https://www.facebook.com/photo.php?fbid=2106086699489746&set=a.376203399144760&type=3&theater,,,724-632-6390,,,True,,True,,True,,40.05341,-80.002,,,,,,,,,,,,
True,Coraopolis Elks Lodge #1090,Community Organization,"1150 Stoops Ferry Road, Coraopolis PA 15108",https://www.facebook.com/CoraopolisElks1090/,"Friday Mar 8 from 4:30 PM to 8:00 PM, Friday Mar 15 from 4:30 PM to 8:00 PM, Friday Mar 29 from 4:30 PM to 8:00 PM",Fish Frys on Fridays during Lent. Call for more information.,,,,412-264-0846,elks@elks1090.com,,,,,,True,,40.541482,-80.213421,,,,,,,,,,,,
True,"St. Michael, Elizabeth",Church,"101 Mclay Drive, Elizabeth, Pennsylvania 15037, United States",https://www.stmichaelelizabeth.org/,"Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM",,,Menu: fish dinner, shrimp dinner, fish sandwiches, pierogies, macaroni and cheese, haluski, cole slaw, cheese pizza, french fries, an array of wonderful desserts. Call 412-751-0663 for takeout and information.,Archangel Hall,412-751-0663,,,True,,False,,True,,40.269328,-79.837579,,,
True,Immaculate Heart of Mary,Church,"100 Penn Avenue, Mercer, PA",http://www.ihmcmercer.com,"Friday Mar 8 from 5:00 PM to 7:00 PM, Friday Mar 15 from 5:00 PM to 7:00 PM, Friday Mar 22 from 5:00 PM to 7:00 PM, Friday Mar 29 from 5:00 PM to 7:00 PM, Friday Apr 5 from 5:00 PM to 7:00 PM, Friday Apr 12 from 5:00 PM to 7:00 PM, Friday Apr 19 from 5:00 PM to 7:00 PM",,https://container.parishesonline.com/bulletins/14/1482/20190303B.pdf,"Adults: $10 Children: $5. Fried fish, fries, mac & cheese, coleslaw, bread/butter, homemade cakes, coffee, lemonade.",Gallagher Hall,724-662-2999,ihm@zoominternet.net,False,True,False,False,,True,,41.232051,-80.240215,,,,,,,,,,,,
True,"Ellwood City Loyal Order of the Moose, Lodge #93",Community Organization,"1400 Factory Ave, Ellwood City, PA 16117",,"Friday Mar 8 from 4:00 PM to 9:00 PM, Friday Mar 15 from 4:00 PM to 9:00 PM, Friday Mar 22 from 4:00 PM to 9:00 PM, Friday Mar 29 from 4:00 PM to 9:00 PM, Friday Apr 5 from 4:00 PM to 9:00 PM, Friday Apr 12 from 4:00 PM to 9:00 PM, Friday Apr 19 from 4:00 PM to 9:00 PM",,http://www.ellwoodcitymoose.com/menu.htm,,,724-758-9254,,False,True,True,False,True,True,,40.859377,-80.300528,,,,,,,,,,,,
True,"St. Joseph, O'Hara Township - Ash Wednesday Only",Church,"342 Dorseyville Road, Pittsburgh, Pennsylvania 15215, United States",,Wednesday Mar 6 from 11:00 AM to 7:00 PM,Ash Wednesday only 11-7,http://www.stjosephohara.com/index.php/events/icalrepeat.detail/2019/03/06/247/-/ash-wednesday-fish-fry?fbclid=IwAR2sdby2Gt5WT8Pk7HtBDNdZtSKnyHjSey1BYWXCJFhjVauZgHHaTG6aZa4,"Ash Wednesday, March 6, 11 a.m.-7 p.m., 342 Dorseyville Road. Menu: fried fish; baked fish; cole slaw; french fries; haluski; macaroni and cheese. Cost: $10 adult dinner; $7 sandwich only; $8 sandwich with french fries.",,412-963-8885,,,True,,True,,True,,40.519047,-79.924022,,,,,,,,,,,,
True,Norvelt VFD,Fire Department,"2325 Mount Pleasant Rd Mount Pleasant, Pennsylvania",,"Friday Mar 8 from 3:00 PM to 7:00 PM, Friday Mar 15 from 3:00 PM to 7:00 PM, Friday Mar 22 from 3:00 PM to 7:00 PM, Friday Mar 29 from 3:00 PM to 7:00 PM, Friday Apr 5 from 3:00 PM to 7:00 PM, Friday Apr 12 from 3:00 PM to 7:00 PM, Friday Apr 19 from 11:00 AM to 7:00 PM",,https://www.facebook.com/187103461330962/photos/a.688917801149523/2476519265722692/?type=3&theater,,,724-423-8558,,False,True,,,,True,,40.208478,-79.497146,,,,,,,,,,,,
False,St. Stephen's McKeesport,Church,"220 8th St., Mckeesport, PA",,,,,,,412-664-9379,,,,,,,False,,40.347693,-79.865123,,,,,,,,,,,,
True,Mt. Lebanon United Methodist Church,Church,"3319 W. Liberty Ave. Pittsburgh, PA 15216",http://www.mlumc.org/,"Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Apr 19 from 4:00 PM to 7:00 PM",,,"Menu of baked fish, fried fish, fish sandwich, french fries, mac & cheese, cole slaw, desserts. FREE.",,412-531-7131,,,True,,False,,True,,40.388112,-80.042321,,,,,,,,,,,,
True,Lone Pine VFD Station 50,Fire Department,330 weaver run Rd Washington pa 15301,https://www.facebook.com/Lone-Pine-Volunteer-Fire-Department-156883607677710/,"Friday Mar 8 from 11:00 AM to 7:00 PM, Friday Mar 15 from 11:00 AM to 7:00 PM, Friday Mar 22 from 11:00 AM to 7:00 PM, Friday Mar 29 from 11:00 AM to 7:00 PM, Friday Apr 5 from 11:00 AM to 7:00 PM, Friday Apr 12 from 11:00 AM to 7:00 PM, Friday Apr 19 from 11:00 AM to 7:00 PM",Delivery available $20 minimum.,https://www.facebook.com/156883607677710/photos/a.623373934362006/2341099095922806/?type=3&theater,,,724-267-4040,,,,,,,True,,40.079342,-80.183748,,,,,,,,,,,,
True,"St. Titus, Aliquippa",Church,"952 Franklin Ave. Aliquippa, PA",http://sttituschurch.org/index.html,"Friday Mar 8 from 12:00 PM to 6:30 PM, Friday Mar 15 from 12:00 PM to 6:30 PM, Friday Mar 22 from 12:00 PM to 6:30 PM, Friday Mar 29 from 12:00 PM to 6:30 PM, Friday Apr 5 from 12:00 PM to 6:30 PM, Friday Apr 12 from 12:00 PM to 6:30 PM, Friday Apr 19 from 3:00 PM to 6:30 PM",,,,,724-378-2734,,True,True,False,True,,True,,40.612954,-80.256001,,,,,,,,,,,,
True,Labriola's Italian Market,Market,"605 Freeport Road Aspinwall, Pa 15215",https://www.labriolaitalianmarkets.com,"Friday Mar 8 from 9:00 AM to 6:00 PM, Friday Mar 15 from 9:00 AM to 6:00 PM, Friday Mar 22 from 9:00 AM to 6:00 PM, Friday Mar 29 from 9:00 AM to 6:00 PM, Friday Apr 5 from 9:00 AM to 6:00 PM, Friday Apr 12 from 9:00 AM to 6:00 PM, Friday Apr 19 from 9:00 AM to 6:00 PM",,,Fried fish $7.99/lb, fried calamari $9.95/lb, fish sandwich $6.99/each.,,412-784-0111,,,,,,,True,,40.488439,-79.898697,,,,,,,,,,
True,Mother of Sorrows,Church,"4202 Old William Penn Hwy Murrysville, PA 15668",https://www.facebook.com/motherofsorrowsmurrysville/,"Friday Mar 8 from 11:30 AM to 7:00 PM, Friday Mar 15 from 11:30 AM to 7:00 PM, Friday Mar 22 from 11:30 AM to 7:00 PM, Friday Mar 29 from 11:30 AM to 7:00 PM, Friday Apr 5 from 11:30 AM to 7:00 PM, Friday Apr 12 from 11:30 AM to 7:00 PM",,https://www.facebook.com/mosscatholicschool/photos/a.1821314121474719/2279895292283264/?type=3&theater,,,724-980-2636,,True,True,,True,,True,,40.429485,-79.686043,,,,,,,,,,,,
False,St. Mark/Liberty Borough,Church,"3210 Liberty Way Liberty Borough, PA",,,,,,,xxx-xxx-xxxx,,,,,,,False,,40.325794,-79.856232,,,,,,,,,,,,
False,Ford Cliff VFD,Fire Department,"609 Neale Ave. Ford Cliff, Pa.",,,,,,,xxx-xxx-xxxx,,,,,,,False,117,40.761772,-79.533249,,,,,,,,,,,,
True,"St. Cecilia, Rochester",Unsure / N/A,"631 California Avenue, Rochester, Pennsylvania 15074, United States",https://beavercatholic.com/welcome-st-cecilia,"Friday Mar 8 from 11:00 AM to 7:00 PM, Friday Mar 15 from 11:00 AM to 7:00 PM, Friday Mar 22 from 11:00 AM to 7:00 PM, Friday Mar 29 from 11:00 AM to 7:00 PM, Friday Apr 5 from 11:00 AM to 7:00 PM, Friday Apr 12 from 11:00 AM to 7:00 PM, Friday Apr 19 from 11:00 AM to 7:00 PM","Takeout available, call 724-775-3775 or 724-775-3776.",https://d2wldr9tsuuj1b.cloudfront.net/21563/documents/2019/2/FISH%20FRY%20FLYER%2019-1.pdf,"Menu: fish dinners; fish salads; fish sandwiches; shrimp dinners; Chesapeake Bay dinner (new); various sides including cabbage and noodles (new); desserts. Costs: $10 adult, $9 sandwiches; $12 fish salads. ",Fish fry held at St. Cecilia Parish Hall. ,724-775-3775,,,True,False,True,True,True,,40.713549,-80.284988,,,,,,,,,,,,
False,"St. John the Baptist Orthodox, East Pittsburgh",Church,"211 Cable Avenue, East Pittsburgh, PA",https://www.facebook.com/StJohnOrthodoxEastPitt,,Could not find good info on this site or anywhere else on the site.,,,,412-824-0246,,,,,,,False,175,40.399919,-79.836427,,,,,,,,,,,,
False,Boonda's ,Restaurant,"5622 Homeville Road, West Mifflin, PA 15122",https://www.facebook.com/pg/Boondas-Hometown-Pizza-635643803135613,,,,many Lenten specials,,412-466-0464,,,True,,True,,False,311,40.368225,-79.872523,,,,,,,,,,,,
